entity_id,book_id,language,rating,author,country,publisher,style,genre
61,100,2348,2359,3819,2353,3410,2523,2362
62,102,2348,2375,2905,2353,4889,2731,2350
63,104,2348,2375,3352,2353,2571,2571,2753
64,105,2348,,2556,2353,3955,2556,2410
65,106,2383,,2710,,,4589,2350
66,107,2348,2664,3517,2353,3815,4319,2396
67,112,2348,2359,3000,,6603,5472,2373
68,114,6101,2359,5658,2419,5658,4370,2362
69,116,2348,2423,3279,,3279,,2598
70,117,2348,2359,3886,2419,6973,2907,2362
71,118,2348,2359,2500,2353,4707,5728,2350
72,120,2348,2423,4023,,3842,5803,2362
73,121,2348,,2499,,5856,4556,2362
74,123,2480,2375,4630,,4630,5166,2410
75,126,2348,2664,5420,2353,,3368,2380
76,128,2348,,5579,,,,2409
77,131,2348,2359,6014,2353,6990,,2362
78,133,2695,,3527,,3527,4878,2362
79,134,2348,,5769,,,,2409
80,135,2348,2375,5369,2353,5753,5149,2350
81,136,2348,,6551,,6551,,2598
82,138,2348,,5597,2419,5597,6919,2362
83,141,2348,2359,2820,2353,6612,3138,2350
84,144,2348,2359,3454,2353,3454,3481,2362
85,146,2348,2423,2745,2353,,3989,2380
86,147,2348,2359,3958,2353,6592,3761,2753
87,148,2348,2359,4545,2419,5529,3232,2362
88,150,2348,2423,4192,2353,3681,3086,2362
89,152,2348,,2781,2353,4637,5923,2479
90,153,2348,2375,3344,2353,6740,,2392
91,155,2348,2359,2889,2353,4758,3363,2362
92,156,2348,2359,6655,2353,,,2350
93,157,2348,2423,2678,2353,2678,3224,2350
94,158,2348,2423,4225,2353,5187,2888,2392
95,159,2348,2359,3035,,3035,2504,2362
96,160,2348,2375,6129,2353,5028,5026,2386
97,161,2348,2359,2863,2353,6674,4350,2373
98,162,2348,2359,4895,2353,,,2598
99,164,2348,2359,4936,2353,4936,4610,2362
100,166,2348,2359,2819,2353,2819,6806,2373
101,167,2348,2359,3708,2419,5695,4070,2410
102,168,2348,2375,4931,2353,4820,3524,2410
103,169,4724,2423,3774,2353,4891,3368,2369
104,170,3277,2375,3722,2353,3318,4276,2362
105,172,2348,2359,6145,2490,6947,3374,2386
106,173,2348,2359,6012,2353,2854,2389,2386
107,174,2348,2375,2967,2353,,3197,2350
108,176,2348,2359,4325,2353,4325,3469,2362
109,177,2348,2359,2939,2353,2939,4516,2476
110,180,2348,2359,2790,2353,2790,4861,2410
111,181,2348,2423,2427,2353,6700,,2380
112,182,2348,2359,5389,2353,2791,6636,2362
113,183,2348,,3509,,3509,5524,2479
114,186,2348,2375,3693,2353,,3232,2410
115,188,2348,2359,4196,2353,4196,2352,2363
116,193,2348,2840,4698,2378,2798,6304,2362
117,195,2348,2359,3865,2353,4847,3751,2350
118,196,2348,2359,3375,2353,2692,4355,2386
119,197,2348,2423,5216,2353,5689,3968,2362
120,198,2348,2359,3702,2353,3640,4623,2354
121,199,2474,,5343,2378,,4652,2410
122,200,2348,2359,5922,2353,5764,4882,2476
123,202,2348,2359,5084,2419,4249,3761,2598
124,203,2474,2375,5861,2353,5643,2461,2350
125,204,2348,2359,3706,2353,3383,5797,2373
126,205,2348,2423,5325,2353,3955,4079,2362
127,206,2348,2359,3895,2353,,,2409
128,207,2348,2375,5952,2353,4155,3374,2410
129,208,2348,2375,6089,2353,5349,2508,2386
130,209,2348,2359,5875,2353,5875,5033,2362
131,212,2348,2375,6720,2353,2858,5559,2350
132,215,2474,2359,2533,,2533,3395,2410
133,216,2348,2375,5077,2353,2571,2571,2350
134,218,2348,2359,3455,2353,4297,3043,2362
135,220,2622,2359,3917,2353,3917,3139,2363
136,223,2348,,2790,2353,2790,5227,2350
137,224,2695,2375,3696,2353,3696,2630,2350
138,226,2348,2359,6707,,6760,6987,2476
139,227,2348,2359,5712,2353,7007,2461,2373
140,228,2348,2359,4061,2353,6529,5327,2392
141,230,2348,2359,3359,2353,4366,5809,2476
142,232,2474,,2522,,6375,2990,2362
143,233,2348,2359,4260,2490,4260,5381,2362
144,234,2348,2359,3666,2353,6493,4664,2350
145,235,2348,2359,3817,2353,4814,2630,2350
146,239,2348,2664,4549,2353,3766,4171,2471
147,241,2348,2423,2739,2353,6595,,2380
148,243,2348,2664,,2353,,5075,2350
149,244,2348,2664,2640,2353,2640,,2350
150,245,2348,2375,2398,2353,2398,6762,2362
151,246,2348,2375,2728,2353,6386,,2409
152,247,2348,2359,2684,,2684,4440,2598
153,248,2348,2423,4577,2353,3938,3646,2350
154,249,2348,2359,5151,2353,5151,4720,2362
155,250,2348,2423,3042,2353,3042,5860,2380
156,252,2383,2423,4467,2353,3488,4009,2410
157,253,2474,2359,2771,2353,5443,2929,2362
158,254,2348,2375,3338,2378,3890,3574,2598
159,255,2348,2359,4704,,5193,,2350
160,257,2348,2359,5946,2353,6018,3524,2373
161,258,2348,2423,6792,,4956,4955,2392
162,260,2348,2423,3710,2353,3710,2372,2369
163,263,2348,2359,5112,2419,4786,5234,2362
164,265,2348,2359,5952,3110,6098,5840,2362
165,266,2348,2359,2919,2353,4913,2929,2416
166,267,2348,2375,2905,2353,6346,3209,2350
167,271,2348,2359,2507,2353,4495,4201,2362
168,272,2348,2375,4014,2419,2911,,2598
169,273,2348,2359,2609,2353,3173,,2362
170,276,2348,2375,4468,2353,4643,5006,2350
171,278,2348,2375,4582,2353,4582,5728,2350
172,279,2348,2359,4888,2353,6833,,2362
173,280,2348,2359,4164,2353,3034,3401,2362
174,282,2348,2375,4493,2353,6847,4183,2362
175,283,2348,2359,2832,,2832,6118,2362
176,286,2348,2359,4808,2353,4808,6694,2386
177,287,2348,2359,2897,,2897,6356,2410
178,288,2480,2359,2666,2353,2666,4541,2354
179,290,2348,2359,5082,,2807,5456,2362
180,291,2348,2359,6626,2353,3743,6322,2476
181,292,2894,2359,2462,2353,5759,3109,2476
182,294,2348,2359,3294,2353,2446,6640,2362
183,295,2348,2423,4053,2353,,3239,2410
184,296,2695,2359,2573,2353,2573,5033,2362
185,298,2348,,2522,,2522,2990,2362
186,300,2348,2375,3644,2353,4670,4623,2362
187,301,2348,2375,4113,,5965,3237,2410
188,302,2622,2359,5074,2378,,6204,2598
189,305,3277,,2668,2353,2668,6243,2362
190,306,2474,2359,3870,,3870,3308,2410
191,307,3303,2359,3870,,,2926,2362
192,308,2474,2359,3870,,,5681,2350
193,309,,2359,6517,5554,,6772,2410
194,310,2348,2664,6183,2353,,3499,2380
195,311,2348,2359,5355,2490,6788,5403,2476
196,312,2348,2375,2585,,4592,4592,2350
197,313,2348,2664,5338,2353,,6056,2410
198,314,2348,2423,5279,,5279,5973,2362
199,316,2348,2375,2837,2353,6890,3500,2386
200,317,2348,2423,3564,2353,5035,,2350
201,318,2348,2359,3173,2353,3173,4009,2362
202,320,2348,,3282,2353,4442,6155,2362
203,321,2348,2359,4139,,6132,5780,2410
204,322,2348,2359,4097,2353,4097,2408,2350
205,324,2348,2359,6537,2537,4662,3514,2362
206,325,2348,2359,3011,2353,5644,6709,2350
207,327,2348,2359,4937,2353,3164,6591,2350
208,329,2348,2423,6138,2353,2648,5650,2386
209,330,2348,2359,4291,2353,4291,4441,2479
210,331,2348,2375,5462,2419,,3290,2362
211,333,2348,2375,3183,2353,5173,3634,2350
212,334,2348,2423,2558,,3214,2531,2350
213,337,2348,2375,3865,2353,3321,2630,2362
214,338,2348,2359,2976,,2536,4610,2386
215,342,2348,2359,3147,2537,3147,5181,2410
216,343,2348,2423,4546,2353,3887,6190,2380
217,344,2348,2375,2360,2353,6142,2407,2350
218,346,2348,2359,3722,2822,2401,5588,2598
219,347,2474,2359,3786,2378,3786,3232,2362
220,348,2348,2359,2437,2353,2437,4147,2350
221,349,2348,2375,3712,2353,4050,3590,2373
222,351,2348,2423,4423,2353,4423,6885,2350
223,352,2348,2375,3035,2353,5374,4596,2362
224,354,2348,2359,4299,2353,,6397,2753
225,355,2348,2423,3835,2353,2854,3549,2350
226,356,2348,2375,3621,2353,3841,3086,2362
227,357,2348,2359,4545,2419,6021,3232,2350
228,358,2348,2359,5613,2353,5613,2860,2362
229,359,2348,2359,2718,2353,2718,4362,2362
230,365,2348,2423,2637,2419,6798,3374,2362
231,366,2348,2359,2580,2353,2580,2605,2479
232,368,2348,2423,2511,2353,3105,3643,2369
233,369,2348,2359,3246,2353,4472,2895,2598
234,370,2348,2375,3183,2353,5936,3499,2350
235,372,2348,2375,5824,2353,6781,3540,2410
236,373,2348,2359,4122,2353,5566,3066,2476
237,374,2348,2423,5294,2353,4254,4326,2380
238,376,2348,2375,3078,2353,6867,2426,2476
239,379,2348,2359,2445,2353,3158,4443,2386
240,380,2792,2359,3640,2353,3640,2452,2373
241,381,2348,2359,5911,2353,2676,3298,2362
242,383,2348,2375,2960,2353,2960,2508,2369
243,385,2348,2359,6361,2419,2610,5270,2350
244,386,2348,2359,4098,2353,4098,5588,2350
245,387,2348,2359,4229,2353,4229,4229,2373
246,388,2348,,6163,2353,,,2362
247,391,2348,2359,4569,2353,4028,5531,2362
248,392,2348,,3474,2419,3474,6161,2471
249,393,2480,2375,2854,2353,2854,4443,2373
250,394,2348,2359,5766,2353,5766,4796,2350
251,396,2348,2359,4982,2353,2871,4965,2362
252,398,2348,2423,2972,2353,2972,,2409
253,404,2348,,3017,,,,2409
254,406,2348,2359,4019,,4019,3633,2362
255,407,2348,2359,3431,2353,6225,2741,2363
256,409,2348,2359,6244,2353,6244,3266,2362
257,410,2348,2375,3655,2353,,3596,2350
258,411,2348,,2443,2353,,,2350
259,413,2348,2375,3599,2353,5193,4335,2350
260,414,2348,2423,2639,,6542,2374,2350
261,415,2348,2375,5712,2353,2415,2776,2350
262,417,2348,2375,2625,2353,2625,4324,2350
263,419,2348,2423,2982,2353,4887,,2350
264,420,2348,2359,2470,2353,2854,2694,2373
265,424,2348,2375,3202,2353,4299,3574,2753
266,426,2348,2359,2781,2353,3917,5902,2479
267,427,2348,,3893,2353,3893,6507,2362
268,428,2622,2359,2586,2353,4459,2586,2362
269,429,2348,2375,5772,2353,,3593,2350
270,431,2695,2359,4016,2353,3635,2523,2362
271,432,2348,2375,3365,2353,2472,3112,2416
272,434,2348,2359,2428,2378,6449,2389,2476
273,435,2348,2423,6235,2353,4480,,2350
274,436,2348,2359,5179,2353,6544,3083,2363
275,437,2348,2423,3511,2353,2703,3155,2350
276,438,2348,2375,3167,2353,3800,4541,2373
277,441,2348,2359,2533,2353,2533,3176,2350
278,443,2348,2423,2436,2353,5220,,2409
279,444,2383,2359,3639,2353,3639,6321,2410
280,446,,2359,4761,,4145,3512,2410
281,449,2348,2359,4291,2353,4291,6055,2350
282,450,2348,2375,6695,2353,4185,2638,2350
283,451,2348,2359,3196,,3196,2970,2363
284,452,2348,2423,4654,,5136,6450,2363
285,455,2348,2423,3526,2353,5968,3368,2362
286,458,2348,2375,3729,2353,3802,4437,2608
287,460,2348,2423,3967,,4254,4326,2380
288,462,2348,2359,2677,,2636,5957,2350
289,464,2348,2359,2539,2353,5103,4443,2373
290,465,2348,2359,2666,2378,2666,2393,2377
291,466,2348,2375,2811,2353,2811,5719,2350
292,469,2348,2359,6289,2822,6289,4375,2362
293,470,2348,2359,6521,2353,4680,6198,2350
294,471,2348,2423,3367,2353,3367,4009,2350
295,472,2348,2375,4343,2353,4343,3574,2362
296,475,2348,2359,3061,2353,3061,2855,2362
297,476,2348,2359,5229,2353,5476,3770,2350
298,477,2348,,,,,,2409
299,478,2348,2359,3424,2353,3424,2638,2362
300,479,2348,2359,3805,2353,3996,3032,2373
301,480,2695,2375,2757,2353,3635,2741,2386
302,482,2474,2359,3459,2378,3459,3472,
303,485,2348,2375,3907,2353,5812,2452,2369
304,486,2348,2423,4793,2353,6675,4217,2350
305,487,2348,2375,3526,2537,2977,2977,2416
306,488,2348,2359,2681,2353,5133,4375,2362
307,490,2348,2359,3819,2490,5094,4450,2476
308,492,2348,2423,2437,2353,4141,2437,2350
309,493,2348,2359,3851,2353,2795,5117,2362
310,494,2348,2359,3837,2353,4420,3500,2369
311,495,2480,2840,3809,,3809,6499,2410
312,496,2348,2359,3417,2353,3417,3417,2350
313,500,2348,2375,3693,2353,4129,,2362
314,502,2348,2423,2745,2353,5194,5776,2362
315,503,2348,2359,4829,,4829,4929,2362
316,506,2474,2375,2711,2378,2711,4695,2410
317,507,2348,2375,2556,2353,5027,2508,2362
318,508,2348,2375,2877,2353,5610,3086,2362
319,509,3757,2359,3807,2537,3807,6832,2410
320,510,2348,2359,5613,2353,5613,6520,2362
321,513,2348,2423,3572,2353,4811,5867,2363
322,514,2348,2359,2546,2353,3955,3834,2350
323,515,2348,2423,3338,2419,3890,3273,2362
324,516,2348,2375,3828,2353,2619,4926,2362
325,517,2348,2359,3878,,6398,3524,2362
326,518,2348,2359,3019,2353,,3273,2362
327,520,2348,2375,3382,2353,4231,5156,2369
328,522,2348,2359,6613,2537,6613,3848,2362
329,523,2348,2359,4361,,4361,5088,2410
330,524,2695,2423,5389,2353,4967,2512,2362
331,525,2348,2359,3872,2353,5717,2516,2362
332,526,2474,,2947,2378,2947,2947,2362
333,527,2383,2359,2757,2353,2836,4003,2598
334,529,2348,2423,2836,2353,2836,3498,2598
335,532,2348,2359,2397,2353,2397,5021,2350
336,535,2348,2359,2668,2353,2668,4079,2350
337,536,2348,2375,3464,2353,2413,2413,2350
338,538,2348,2359,4467,2353,6539,3680,2350
339,539,2348,2423,2655,2353,5369,3086,2362
340,540,2348,2359,3712,2353,2798,3095,2476
341,541,2480,2359,3071,2353,3081,3590,2386
342,542,2348,2375,4528,,6069,3197,2350
343,543,3277,,2443,2353,5749,,2350
344,544,2348,2359,3340,2353,5708,3083,2373
345,546,2348,2423,5926,2353,6663,4742,2392
346,547,2348,2359,3726,2353,2536,2825,2369
347,548,2348,2375,4466,2353,4807,5719,2373
348,551,2348,2423,2786,2353,2700,,2392
349,553,2591,2359,3806,,3123,3500,2416
350,554,2348,2359,5404,2353,5404,5336,2362
351,555,2622,2359,2863,2353,2573,3401,2362
352,556,2348,2423,5550,2353,,,2409
353,557,2622,,5750,2403,5750,4916,2362
354,558,2348,2664,4010,2353,6302,4326,2369
355,559,2348,2840,5522,2490,5545,6296,2350
356,562,2348,2359,4939,2353,4939,5085,2362
357,565,2348,2359,4314,3110,4314,2941,2479
358,566,2348,2359,2925,,3090,,2350
359,567,2695,,2910,2356,2910,6052,2350
360,568,6922,2359,3925,2419,5591,4843,2362
361,570,3024,2359,5469,,5469,4111,2362
362,572,2348,2359,3653,2353,4660,5615,2362
363,573,2622,2359,6199,2403,6199,3608,2350
364,574,2348,,3744,2353,3744,6693,2362
365,577,2348,2423,3649,2353,,5756,2380
366,578,2348,2359,5841,2419,5841,4303,2363
367,580,2348,2423,5125,2353,5125,,2363
368,581,2348,2359,4999,2353,6777,,2409
369,584,2695,,4301,2403,4301,5639,2362
370,585,2348,2375,5866,2353,5173,2725,2350
371,589,2348,2359,3640,2353,3640,2452,2373
372,590,4462,2375,2508,2353,6719,2508,2362
373,591,2348,2359,4093,,,6194,2373
374,593,2348,2359,2877,2353,3652,4183,2476
375,597,2348,2359,3666,2353,6628,3054,2350
376,598,2474,,4739,,6295,2599,2362
377,600,2348,2359,2738,2353,2738,5317,2476
378,601,,,3964,,5590,,2362
379,602,2348,,5539,2353,5539,,2409
380,606,2348,2359,4728,2353,2939,,2479
381,609,2348,2664,2660,2353,5334,4217,2380
382,610,2348,2359,4991,2490,3679,4026,2392
383,611,2348,2359,5836,2353,,,2386
384,612,2348,2375,3383,2353,3383,3289,2410
385,615,2383,,3309,2403,3309,6670,2362
386,616,2348,2664,2828,2353,,6286,2350
387,617,2474,2359,2910,,2910,6727,2362
388,618,2348,2375,2887,2356,3618,3823,2410
389,619,2348,2423,4797,,5570,5993,2380
390,621,2474,,2649,2378,2649,4652,2362
391,623,2348,2359,2866,,,4219,2410
392,624,2348,2359,4602,2353,,2430,2362
393,626,2348,2359,2528,,6392,2528,2362
394,628,2348,2359,3588,2353,4388,3054,2363
395,631,2348,2664,6779,2353,4918,5719,2471
396,632,2695,,5112,2403,2900,3428,2362
397,633,2348,,3403,,3403,7003,2350
398,634,2348,2423,5311,2353,,3043,2350
399,635,2348,2375,2755,2353,3552,3968,2362
400,637,2348,2423,3756,2353,3488,2413,2350
401,638,2348,2423,6343,2378,6343,5197,2410
402,639,2348,2359,3035,2353,6504,6314,2350
403,641,2474,2423,3307,2378,4572,5571,2350
404,642,2383,,6423,,,4755,2362
405,643,2383,,3473,,,4347,2350
406,645,2474,,5888,2822,5888,3671,2362
407,647,2348,2359,2919,,3007,4610,2373
408,648,2474,2375,4016,2353,2768,3188,2373
409,649,2480,,3688,,4611,2986,2350
410,651,2383,,2864,,,5537,2350
411,652,2894,,5740,,5528,3022,2363
412,653,2348,2375,4555,2353,2978,2970,2369
413,657,2348,2423,5670,,5670,2788,2362
414,658,2348,2359,6912,2537,4995,4570,2396
415,659,2348,2375,6367,2403,,5474,2362
416,661,2348,2423,2786,,6237,4535,2392
417,663,2348,2359,3011,,6915,,2350
418,666,3024,,2509,,2509,4400,2410
419,667,2348,2359,4694,,4671,2719,2373
420,668,3787,,2482,,2482,4438,2362
421,669,3787,,2482,,,,2362
422,670,3787,,2482,,2482,5616,2362
423,671,2348,2375,4000,2353,6805,,2386
424,673,2348,2423,5488,2353,5035,4521,2753
425,674,2348,2423,4669,2403,3190,2886,2392
426,678,2348,,4089,,3552,,2362
427,679,2348,2359,5510,2353,3863,5270,2410
428,680,2474,,2484,2378,2484,3135,2386
429,682,6401,,4602,,4602,,2409
430,687,2348,2375,5375,2537,5375,2741,2362
431,688,2572,2423,3526,,,2516,2350
432,691,2348,2375,4468,2353,6770,3758,2350
433,696,2348,,4158,2419,3065,5646,2350
434,697,2348,2359,3151,2353,3151,3374,2362
435,698,2348,,5292,2353,6340,6111,2362
436,700,2348,2375,5851,2822,6629,,2350
437,701,2591,,5122,,5122,2856,2608
438,705,2348,2359,6729,2537,2802,6946,2362
439,707,2348,2359,5082,2353,2861,3574,2362
440,708,2348,,3599,2353,2402,6321,2410
441,709,2348,2664,5630,2353,4417,5214,2369
442,710,2348,2375,3185,,2391,3209,2753
443,714,6886,2359,4339,,4339,2630,2416
444,715,2622,2359,6174,2378,6174,3281,2369
445,716,2348,2359,2623,,2623,6114,2373
446,719,2348,2375,2585,,2472,3160,2350
447,720,2348,,3142,,,,2471
448,722,2348,,5844,,,,2409
449,724,2348,2359,3772,2353,5101,2404,2362
450,725,2348,2359,6855,,4299,4661,2753
451,728,2348,2423,3657,,6460,5164,2410
452,730,2348,2359,4089,2353,4117,6959,2362
453,731,2348,2359,2515,2353,5094,4450,2476
454,732,2348,2359,5058,2353,,5296,2373
455,735,2622,2359,3695,2378,3339,6697,2350
456,742,2348,2359,3117,2353,6212,4397,2479
457,743,2348,2375,6143,2353,2400,3499,2350
458,744,2348,,5422,,6751,6371,2362
459,745,2348,,3142,2419,6283,4744,2350
460,746,2348,,6085,2353,6085,3004,2846
461,747,2348,2423,2470,2353,5721,5933,2369
462,749,2348,,5459,2353,6179,4252,2362
463,750,3277,2423,2382,2419,2382,,2350
464,753,2348,2423,4654,2419,4396,5542,2362
465,754,2348,2423,5066,2353,6817,2973,2362
466,756,2348,,3617,3449,3617,,2370
467,757,,2359,4630,,4630,,2362
468,758,2348,,3579,,,,
469,759,2348,,2876,2353,2876,,2409
470,763,2348,2359,3205,,5788,3836,2362
471,766,2348,2359,3005,2353,3332,5923,2598
472,767,2348,2423,6333,2353,4404,6459,2362
473,774,,,3912,,,,2362
474,775,2622,2359,4669,2378,,2886,2363
475,776,2348,2359,3919,,,2714,2350
476,778,2348,2359,4697,2419,2898,5819,2362
477,779,2348,2375,4752,2353,2873,,2350
478,781,2383,2359,2637,2419,6619,4375,2410
479,784,2348,2375,5824,2353,6378,2407,2362
480,786,2348,2359,4514,2353,5426,2452,2373
481,790,2474,,4363,2378,,4693,2410
482,792,2943,,6140,,6140,6336,2392
483,796,2348,2359,3575,2353,3575,6379,2410
484,799,2348,2359,2684,,3134,4217,2350
485,801,2348,2423,3250,2353,6669,2740,2380
486,802,2348,2423,3446,2353,3264,5033,2410
487,803,2348,2359,2371,2353,2371,3257,2350
488,806,2348,2359,4019,2353,2815,3109,2362
489,807,2383,,5148,,,,
490,809,2348,2359,4433,2353,4754,4020,2354
491,810,2348,2423,2639,2353,3370,4733,2392
492,813,2348,2423,4980,2353,6726,3379,2350
493,814,2348,2359,3789,2353,,,2362
494,815,2348,2359,6902,2353,,5552,2363
495,818,2348,2375,6159,2353,,2725,2350
496,820,2474,,5322,,,5065,2369
497,821,2348,2359,3225,,3225,,2362
498,823,2474,,5295,2378,5295,6586,2362
499,824,2383,,4151,,4151,3673,2362
500,829,2348,2375,2883,2353,2883,3595,2396
501,830,2348,2423,3047,2353,3959,4559,2350
502,833,2348,2375,4060,2353,2774,5324,2354
503,834,2348,2359,4444,2353,6845,4033,2350
504,839,2348,2359,3415,2353,6735,,2476
505,841,2474,,6562,2403,,5999,2479
506,843,2348,,3542,2353,3542,4024,2362
507,847,2348,2359,6390,,,6530,2362
508,848,2348,2375,6594,2353,6594,4124,2362
509,849,2348,2359,3431,2353,6262,3500,2373
510,850,2572,,5391,,5391,5862,2362
511,851,2695,2359,3057,2353,6388,5827,2362
512,852,2348,2359,4299,,4299,2508,2410
513,853,2348,,4316,2537,4312,5957,2362
514,858,2591,2359,2732,2353,2732,4706,2362
515,861,2878,2359,3000,,6603,5472,2373
516,862,2348,2359,5685,,5685,6325,2350
517,863,2622,,5195,,5195,6126,2350
518,865,2348,2359,3464,2419,3464,4844,2362
519,868,2348,,3844,2537,6380,2741,2350
520,869,2348,2359,2668,2353,2668,2895,2362
521,870,2348,2423,2745,2353,5323,2638,2350
522,874,2348,2359,4226,2353,4226,5592,2362
523,878,2474,,4042,2378,4042,6332,2362
524,879,2348,2359,2445,,3229,6933,2479
525,881,2348,2423,5570,2353,,3646,2350
526,882,2348,2359,3635,2353,3635,4998,2476
527,884,2348,2359,4795,2353,,5189,2362
528,885,2348,2423,2968,2353,3349,3043,2392
529,887,2348,2375,3557,2353,6993,6800,2362
530,889,3304,,5368,,5790,5091,2410
531,891,2348,2359,6148,2353,4984,3496,2476
532,893,3585,2359,5990,2353,6598,3574,2377
533,895,2348,2359,3919,2353,3919,6858,2362
534,896,2474,,2649,2378,6907,3402,2362
535,897,2348,,6853,2353,2489,3443,2362
536,898,2474,,3569,2353,3018,2699,2350
537,899,2348,,3199,2353,6167,3199,2350
538,900,2348,,2574,2353,5123,3199,2396
539,902,2688,,3343,2353,5287,3504,2362
540,905,2348,,4874,2353,3212,6290,2350
541,907,2348,,3773,2353,,3612,2410
542,908,2348,,3009,2353,3898,2699,2363
543,914,2348,2664,3569,2353,5123,3504,2380
544,920,2348,2664,2429,2353,4552,,2362
545,921,2348,2423,4468,2353,5688,4360,2350
546,922,2348,,2584,2353,2584,3041,2846
547,923,2348,2423,2775,2353,6824,,2363
548,924,3277,2664,2382,2353,2382,4944,2369
549,926,2474,,4510,2353,4510,3378,2362
550,929,6013,,3009,2353,4294,2998,2476
551,932,2348,,3559,2353,4964,2699,2362
552,935,2348,,2574,2353,6167,3612,2350
553,936,3277,,3768,2353,6921,4193,2350
554,939,2348,,2574,2353,4372,3253,2350
555,943,2348,,4510,2353,3670,6814,2362
556,950,2348,,6653,2353,3287,2997,2350
557,951,2474,,4157,2353,3442,2699,2362
558,954,2348,,4874,2353,6008,3200,2362
559,955,2348,,4157,2353,2489,6338,2350
560,956,2348,,5782,2353,3954,2699,2362
561,958,2348,,6330,2353,,3847,2350
562,960,2348,,4383,2353,,,2350
563,962,2348,,5533,2353,5399,3004,2362
564,969,4167,2423,2449,2353,2449,2954,2362
565,972,2348,,3584,2353,5950,3482,2410
566,973,2348,,4874,2353,3212,3443,2350
567,974,2348,,4813,2353,4689,5016,2362
568,977,2348,,3576,2353,,4212,2363
569,984,2348,2359,3930,2353,5093,5097,2410
570,985,2348,2664,6376,2353,,,2409
571,988,2348,2359,4957,2353,4957,,2350
572,989,2383,2359,3560,,4395,3673,2370
573,990,2348,2359,4342,2353,3718,,2354
574,991,2348,2359,2771,2353,2771,4003,2598
575,992,2348,2359,3229,2353,3229,5803,2476
576,998,2348,2359,3143,,5354,5527,2373
577,999,2572,2359,4364,2353,4364,5857,2476
578,1000,2348,2359,3999,2353,4626,3239,2476
579,1002,2348,2359,4435,2353,4435,6115,2410
580,1003,2348,2359,4493,2353,4366,3232,2363
581,1004,2348,2359,3048,2353,3963,5797,2373
582,1005,2348,2423,6395,2353,2619,3032,2350
583,1007,2348,2664,3014,2353,4770,5253,2350
584,1008,2348,,5096,2353,5345,3602,2369
585,1011,2348,2664,4304,2353,5724,3265,2380
586,1012,2348,,4304,2353,6230,4885,2380
